Protein Accession ID,Protein Name and Description,Alignment Length,Start Query,End Query,Start Hit,End Hit,Identity
UYV71341,gb|UYV71341.1| hypothetical protein LAZ67_8002688 [Cordylochernes scorpioides],224,5,228,113,335,92
UYV67905,gb|UYV67905.1| hypothetical protein LAZ67_5002460 [Cordylochernes scorpioides],333,1,333,1,278,95
GBP66784,dbj|GBP66784.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],227,125,351,1,227,94
UYV62524,gb|UYV62524.1| hypothetical protein LAZ67_2000944 [Cordylochernes scorpioides],282,6,276,2,282,98
CAK1580750,emb|CAK1580750.1| unnamed protein product [Parnassius mnemosyne],226,3,228,1,226,97
PIC15027,gb|PIC15027.1| hypothetical protein B9Z55_027134 [Caenorhabditis nigoni],326,24,348,3,315,100
UYV63842,gb|UYV63842.1| hypothetical protein LAZ67_2005793 [Cordylochernes scorpioides],274,62,332,129,401,96
UYV63842,gb|UYV63842.1| hypothetical protein LAZ67_2005793 [Cordylochernes scorpioides],141,108,248,1,139,54
GBP70351,dbj|GBP70351.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],227,125,351,1,227,90
KAJ4433105,gb|KAJ4433105.1| hypothetical protein ANN_15362 [Periplaneta americana],244,3,246,41,283,92
KAF6343095,gb|KAF6343095.1| hypothetical protein mPipKuh1_010802 [Pipistrellus kuhlii],299,6,303,5,292,92
GBN51632,dbj|GBN51632.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],219,135,351,1,219,87
XP_066906690,ref|XP_066906690.1| histone-lysine N-methyltransferase SETMAR-like [Halyomorpha halys],313,13,324,9,311,100
CAF4971280,"emb|CAF4971280.1| unnamed protein product, partial [Rotaria sp. Silwood1]",294,12,303,113,405,91
XP_043502327,ref|XP_043502327.1| histone-lysine N-methyltransferase SETMAR-like [Polistes fuscatus],298,3,299,6,292,91
CAH1962732,emb|CAH1962732.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1632092.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],345,1,345,13,300,87
CAH2000276,emb|CAH2000276.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1646911.1| Mariner Mos1 transposase [Acanthoscelides obtectus],336,1,336,1,293,83
XP_066903304,ref|XP_066903304.1| histone-lysine N-methyltransferase SETMAR-like [Halyomorpha halys],312,1,311,1,302,99
XP_066947104,ref|XP_066947104.1| protein GVQW3-like [Macrobrachium rosenbergii],236,3,238,2,236,95
GFS24224,"dbj|GFS24224.1| dihydroorotate dehydrogenase (quinone), mitochondrial [Elysia marginata]",300,52,350,378,677,98
UYV64507,gb|UYV64507.1| hypothetical protein LAZ67_3001027 [Cordylochernes scorpioides],272,69,339,804,1074,90
KAK2577774,"gb|KAK2577774.1| hypothetical protein KPH14_012863, partial [Odynerus spinipes]",293,58,349,1,280,95
UYV83800,gb|UYV83800.1| hypothetical protein LAZ67_X000166 [Cordylochernes scorpioides],260,49,307,1,235,100
CAH1978033,emb|CAH1978033.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1640163.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],348,4,351,12,293,98
GBP41383,dbj|GBP41383.1| Mariner Mos1 transposase [Eumeta japonica],227,125,351,1,227,91
CAF3344305,emb|CAF3344305.1| unnamed protein product [Rotaria socialis] >emb|CAF4527467.1| unnamed protein product [Rotaria socialis],301,1,300,1,298,94
UYV84533,gb|UYV84533.1| hypothetical protein LAZ67_X002487 [Cordylochernes scorpioides],335,6,340,5,293,107
XP_043660743,ref|XP_043660743.1| histone-lysine N-methyltransferase SETMAR-like [Drosophila teissieri],246,3,248,1,246,101
GFO13564,dbj|GFO13564.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],246,125,351,1,246,91
GFT57266,dbj|GFT57266.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],350,1,349,1,302,101
UYV60389,gb|UYV60389.1| K02A2.6-like [Cordylochernes scorpioides],260,83,340,11,269,95
GFO29908,dbj|GFO29908.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],203,149,351,51,253,86
KAF2355207,gb|KAF2355207.1| Transposase type 1 [Trinorchestia longiramus],325,1,324,1,315,99
CAH2086078,emb|CAH2086078.1| unnamed protein product [Euphydryas editha],268,81,348,1,268,104
CAH2013856,emb|CAH2013856.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1621613.1| Transposable element Tc3 transposase [Acanthoscelides obtectus],310,1,310,1,269,93
CAH2013856,emb|CAH2013856.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1621613.1| Transposable element Tc3 transposase [Acanthoscelides obtectus],103,251,346,375,471,17
GFT38427,dbj|GFT38427.1| mariner Mos1 transposase [Trichonephila clavipes],260,2,261,7,265,99
KAF7411254,gb|KAF7411254.1| hypothetical protein HZH66_000150 [Vespula vulgaris],347,5,350,4,344,107
GBO23780,dbj|GBO23780.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],219,135,351,1,219,91
UYV70253,gb|UYV70253.1| hypothetical protein LAZ67_7002288 [Cordylochernes scorpioides],295,6,299,235,479,106
GFN78594,dbj|GFN78594.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],353,4,351,9,296,102
KAH9501546,gb|KAH9501546.1| hypothetical protein DERF_012385 [Dermatophagoides farinae],380,3,348,28,400,109
KAJ4442047,gb|KAJ4442047.1| hypothetical protein ANN_11913 [Periplaneta americana],204,149,351,544,747,98
GFQ71219,dbj|GFQ71219.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavata],246,4,249,11,254,93
KAJ4450280,gb|KAJ4450280.1| hypothetical protein ANN_01700 [Periplaneta americana],216,132,346,1,216,93
GFW69541,dbj|GFW69541.1| aromatic-L-amino-acid decarboxylase [Trichonephila clavipes],339,14,350,382,680,105
XP_017478354,ref|XP_017478354.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Rhagoletis zephyria],231,3,233,1,231,98
GFR93373,dbj|GFR93373.1| histone-lysine n-methyltransferase setmar-like protein [Elysia marginata],350,2,350,13,305,100
XP_049818723,ref|XP_049818723.1| histone-lysine N-methyltransferase SETMAR-like [Aethina tumida],292,1,291,1,282,98
CAH1961450,emb|CAH1961450.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1666081.1| Transposable element Tc3 transposase [Acanthoscelides obtectus],324,24,347,44,317,94
CAH1961450,emb|CAH1961450.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1666081.1| Transposable element Tc3 transposase [Acanthoscelides obtectus],102,251,346,413,509,20
UYV72731,gb|UYV72731.1| SETMAR [Cordylochernes scorpioides],329,3,328,6,324,99
KAI6655722,gb|KAI6655722.1| Transposase [Oopsacas minuta],330,9,337,13,318,93
GBM22178,dbj|GBM22178.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],288,2,283,7,287,94
GFN89753,dbj|GFN89753.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],310,37,342,2,308,110
CAF3934748,"emb|CAF3934748.1| unnamed protein product, partial [Rotaria magnacalcarata]",313,34,345,1,308,92
XP_045458103,ref|XP_045458103.1| histone-lysine N-methyltransferase SETMAR-like [Melitaea cinxia],223,108,330,1,223,96
UYV66424,gb|UYV66424.1| DDX23 [Cordylochernes scorpioides],286,67,351,795,1070,91
UYV68489,gb|UYV68489.1| hypothetical protein LAZ67_5004482 [Cordylochernes scorpioides],222,9,230,300,520,90
CAF1335601,emb|CAF1335601.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1642491.1| unnamed protein product [Rotaria sp. Silwood1],319,9,326,7,320,100
XP_026737518,ref|XP_026737518.1| protein GVQW3-like [Trichoplusia ni],248,3,249,1,248,101
UYV75523,gb|UYV75523.1| hypothetical protein LAZ67_13000475 [Cordylochernes scorpioides],312,2,310,12,266,113
CAF4754634,emb|CAF4754634.1| unnamed protein product [Pieris macdunnoughi],349,3,350,1,317,99
CAH1989545,emb|CAH1989545.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1630968.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,296,86
GFY35013,dbj|GFY35013.1| mariner Mos1 transposase [Trichonephila clavipes],266,84,349,3,268,98
GFY18015,dbj|GFY18015.1| mariner Mos1 transposase [Trichonephila clavipes],293,1,292,1,283,97
UYV77188,gb|UYV77188.1| hypothetical protein LAZ67_15000036 [Cordylochernes scorpioides],279,74,351,436,700,89
UYV77188,gb|UYV77188.1| hypothetical protein LAZ67_15000036 [Cordylochernes scorpioides],324,15,324,72,376,63
CAF1079677,emb|CAF1079677.1| unnamed protein product [Rotaria sordida] >emb|CAF1182171.1| unnamed protein product [Rotaria sordida] >emb|CAF3794472.1| unnamed protein product [Rotaria sordida] >emb|CAF3980646.1| unnamed protein product [Rotaria sordida],300,52,350,7,303,82
UYV64643,gb|UYV64643.1| hypothetical protein LAZ67_3001454 [Cordylochernes scorpioides],238,82,318,1,238,104
UYV64643,gb|UYV64643.1| hypothetical protein LAZ67_3001454 [Cordylochernes scorpioides],196,146,338,498,691,71
GFT73441,dbj|GFT73441.1| mariner Mos1 transposase [Trichonephila clavipes],335,18,350,1,301,97
GFR91747,dbj|GFR91747.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],279,4,265,9,286,89
KAF6382678,gb|KAF6382678.1| hypothetical protein mPipKuh1_009022 [Pipistrellus kuhlii],288,63,349,3,282,91
XP_066903767,ref|XP_066903767.1| histone-lysine N-methyltransferase SETMAR-like [Halyomorpha halys],321,1,320,1,304,100
CAF1376090,emb|CAF1376090.1| unnamed protein product [Rotaria sordida] >emb|CAF1417231.1| unnamed protein product [Rotaria sordida] >emb|CAF3960154.1| unnamed protein product [Rotaria sordida] >emb|CAF4028723.1| unnamed protein product [Rotaria sordida],330,1,329,1,298,101
GFV88002,dbj|GFV88002.1| mariner Mos1 transposase [Trichonephila clavipes],217,135,351,1,217,99
RUS86437,gb|RUS86437.1| hypothetical protein EGW08_005815 [Elysia chlorotica],232,115,346,294,524,101
XP_066159070,ref|XP_066159070.1| uncharacterized protein [Euwallacea fornicatus],321,25,343,425,735,90
CAH2009091,"emb|CAH2009091.1| unnamed protein product, partial [Acanthoscelides obtectus]",320,32,351,4,253,98
XP_025154653,ref|XP_025154653.1| uncharacterized protein LOC105190474 [Harpegnathos saltator],324,4,325,17,318,103
GFO24122,dbj|GFO24122.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],250,4,234,9,258,89
UYV65186,gb|UYV65186.1| hypothetical protein LAZ67_3003497 [Cordylochernes scorpioides],364,2,351,7,331,100
UYV61254,gb|UYV61254.1| hypothetical protein LAZ67_1004121 [Cordylochernes scorpioides],269,1,268,57,323,91
CAH1981042,emb|CAH1981042.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1625176.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],311,41,351,7,267,84
GFN81199,dbj|GFN81199.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],353,4,337,9,305,100
VVC46318,"emb|VVC46318.1| Transposase, type 1 [Cinara cedri]",247,2,247,5,250,92
CAF0977466,emb|CAF0977466.1| unnamed protein product [Didymodactylos carnosus] >emb|CAF1230591.1| unnamed protein product [Didymodactylos carnosus] >emb|CAF3748173.1| unnamed protein product [Didymodactylos carnosus] >emb|CAF3993271.1| unnamed protein product [Didymodactylos carnosus],318,34,351,2,291,104
GBN75236,dbj|GBN75236.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],272,1,272,31,300,96
GBP19909,dbj|GBP19909.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],294,3,296,1,249,104
CAF5146160,"emb|CAF5146160.1| unnamed protein product, partial [Rotaria sp. Silwood1]",304,1,303,1,283,94
KAG7313104,gb|KAG7313104.1| hypothetical protein JYU34_000189 [Plutella xylostella],250,102,351,2,249,86
GFW04934,dbj|GFW04934.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],299,3,300,8,256,106
UYV81600,gb|UYV81600.1| hypothetical protein LAZ67_20001670 [Cordylochernes scorpioides],211,141,350,1,211,82
CAF3546410,"emb|CAF3546410.1| unnamed protein product, partial [Rotaria sordida]",312,40,350,1,282,93
CAH2015410,emb|CAH2015410.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1642479.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],324,24,347,3,272,81
CAH2097180,emb|CAH2097180.1| unnamed protein product [Euphydryas editha],352,1,350,1,316,94
UYV64200,"gb|UYV64200.1| hypothetical protein LAZ67_2007026, partial [Cordylochernes scorpioides]",224,49,271,1,223,95
UYV64200,"gb|UYV64200.1| hypothetical protein LAZ67_2007026, partial [Cordylochernes scorpioides]",221,1,217,250,470,70
UYV64200,"gb|UYV64200.1| hypothetical protein LAZ67_2007026, partial [Cordylochernes scorpioides]",180,15,194,512,690,71
UYV64200,"gb|UYV64200.1| hypothetical protein LAZ67_2007026, partial [Cordylochernes scorpioides]",73,260,332,447,518,31
CAF1413611,"emb|CAF1413611.1| unnamed protein product, partial [Rotaria sp. Silwood1] >emb|CAF1665819.1| unnamed protein product, partial [Rotaria sp. Silwood1]",296,9,303,7,300,93
KAF7417540,gb|KAF7417540.1| hypothetical protein HZH68_000193 [Vespula germanica],349,5,350,4,344,107
KAG5327048,"gb|KAG5327048.1| SETMR methyltransferase, partial [Acromyrmex heyeri]",318,32,348,1,282,110
VVC30748,emb|VVC30748.1| Hypothetical protein CINCED_3A017495 [Cinara cedri],311,1,310,1,273,101
GFX74178,dbj|GFX74178.1| mariner Mos1 transposase [Trichonephila clavipes],335,18,350,1,294,98
CAF1467489,emb|CAF1467489.1| unnamed protein product [Rotaria sordida],310,42,350,8,314,92
UYV74764,gb|UYV74764.1| hypothetical protein LAZ67_12000855 [Cordylochernes scorpioides],308,28,333,1,287,107
CAF1396222,emb|CAF1396222.1| unnamed protein product [Rotaria sordida] >emb|CAF1622540.1| unnamed protein product [Rotaria sordida],328,5,331,3,303,114
CAF1299318,emb|CAF1299318.1| unnamed protein product [Rotaria sordida] >emb|CAF1573068.1| unnamed protein product [Rotaria sordida],328,5,331,3,327,101
EFO84374,gb|EFO84374.1| hypothetical protein CRE_19908 [Caenorhabditis remanei],355,1,349,1,335,105
VVC44504,"emb|VVC44504.1| Transposase, type 1 [Cinara cedri]",253,88,339,1,252,89
XP_054717328,ref|XP_054717328.1| protein GVQW3-like [Uloborus diversus],269,6,273,1,268,95
CAH1256734,emb|CAH1256734.1| SETMAR [Branchiostoma lanceolatum],323,29,351,1,267,101
KAF2352200,gb|KAF2352200.1| Transposase type 1 [Trinorchestia longiramus],307,1,306,1,297,94
GFU52467,dbj|GFU52467.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],263,2,260,7,264,102
UYV84856,gb|UYV84856.1| hypothetical protein LAZ67_X003723 [Cordylochernes scorpioides],317,36,351,72,353,99
PIC20608,gb|PIC20608.1| hypothetical protein B9Z55_025747 [Caenorhabditis nigoni],346,3,348,4,337,95
XP_063904721,ref|XP_063904721.1| histone-lysine N-methyltransferase SETMAR-like [Zophobas morio],255,53,307,2,255,102
GBN25082,dbj|GBN25082.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],219,135,351,1,219,92
CAH1996093,emb|CAH1996093.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1672267.1| Transposable element Tc1 transposase [Acanthoscelides obtectus],339,7,345,8,304,87
XP_032682259,ref|XP_032682259.1| protein GVQW3-like [Odontomachus brunneus],215,6,220,1,214,90
XP_026475889,ref|XP_026475889.1| histone-lysine N-methyltransferase SETMAR-like [Ctenocephalides felis],339,3,340,6,301,92
CAH2020961,emb|CAH2020961.1| unnamed protein product [Acanthoscelides obtectus],316,29,342,1,270,89
CAH2012425,emb|CAH2012425.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1630953.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,279,93
PIC24056,gb|PIC24056.1| hypothetical protein B9Z55_017523 [Caenorhabditis nigoni],313,36,348,5,305,92
XP_035737760,ref|XP_035737760.1| histone-lysine N-methyltransferase SETMAR-like [Vespa mandarinia],324,20,342,1,309,89
GBM32848,dbj|GBM32848.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],280,2,277,7,280,89
CAK1592429,emb|CAK1592429.1| unnamed protein product [Parnassius mnemosyne],227,125,351,1,227,105
CAF2139866,emb|CAF2139866.1| unnamed protein product [Rotaria magnacalcarata] >emb|CAF4189524.1| unnamed protein product [Rotaria magnacalcarata],337,1,337,9,330,100
GFR76303,dbj|GFR76303.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],253,99,350,1,252,93
XP_047987202,ref|XP_047987202.1| histone-lysine N-methyltransferase SETMAR-like [Leguminivora glycinivorella] >ref|XP_047989852.1| histone-lysine N-methyltransferase SETMAR-like [Leguminivora glycinivorella],193,159,351,1,193,86
GFW53147,dbj|GFW53147.1| mariner Mos1 transposase [Trichonephila clavipes],278,74,350,1,277,98
XP_047142871,ref|XP_047142871.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],298,2,298,4,290,86
CAH1957394,emb|CAH1957394.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1641355.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],296,56,351,353,626,90
CAH1957394,emb|CAH1957394.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1641355.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],314,45,346,45,345,66
XP_015184625,ref|XP_015184625.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Polistes dominula],346,5,349,7,341,94
KAG7309663,gb|KAG7309663.1| hypothetical protein JYU34_004152 [Plutella xylostella],250,102,351,2,249,87
CAF1467697,"emb|CAF1467697.1| unnamed protein product, partial [Rotaria sp. Silwood1] >emb|CAF1678798.1| unnamed protein product, partial [Rotaria sp. Silwood1]",281,9,287,7,284,92
UYV70799,gb|UYV70799.1| hypothetical protein LAZ67_8000672 [Cordylochernes scorpioides],345,6,350,2,288,111
GFW52811,dbj|GFW52811.1| mariner Mos1 transposase [Trichonephila clavipes],351,2,350,378,688,100
GFR61944,dbj|GFR61944.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],286,4,270,9,294,93
VVC25707,"emb|VVC25707.1| Winged helix-turn-helix DNA-binding domain,Transcription regulator IclR, N-terminal [Cinara cedri]",347,6,350,21,307,102
QQP37287,gb|QQP37287.1| Putative mariner transposase [Caligus rogercresseyi],249,3,251,1,249,101
KAJ4443883,gb|KAJ4443883.1| hypothetical protein ANN_05670 [Periplaneta americana],326,27,351,78,336,109
CAF3837910,emb|CAF3837910.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF4800153.1| unnamed protein product [Rotaria sp. Silwood1],308,9,315,7,311,96
XP_066153279,ref|XP_066153279.1| histone-lysine N-methyltransferase SETMAR-like [Euwallacea fornicatus],343,1,342,1,331,97
XP_065675542,ref|XP_065675542.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],289,8,294,8,286,86
UYV81027,gb|UYV81027.1| hypothetical protein LAZ67_19002562 [Cordylochernes scorpioides],266,35,299,257,503,102
UYV81027,gb|UYV81027.1| hypothetical protein LAZ67_19002562 [Cordylochernes scorpioides],217,96,300,22,232,44
KAI6660153,gb|KAI6660153.1| Histone-lysine N-methyltransferase SETMAR-like [Oopsacas minuta],281,11,290,1,281,99
KAF2352453,gb|KAF2352453.1| Transposase type 1 [Trinorchestia longiramus],240,3,242,446,685,175
UYV63432,gb|UYV63432.1| hypothetical protein LAZ67_2004058 [Cordylochernes scorpioides],254,31,284,190,441,92
KAJ4427973,"gb|KAJ4427973.1| hypothetical protein ANN_23986, partial [Periplaneta americana]",281,62,341,542,820,104
CAF4820702,"emb|CAF4820702.1| unnamed protein product, partial [Rotaria sp. Silwood1]",294,12,303,113,405,90
XP_011069255,ref|XP_011069255.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Acromyrmex echinatior],328,1,326,1,301,99
KAI6653144,gb|KAI6653144.1| Transposase [Oopsacas minuta],270,67,336,62,328,102
PIC25192,gb|PIC25192.1| hypothetical protein B9Z55_018219 [Caenorhabditis nigoni],332,3,334,4,323,93
KAI6651188,gb|KAI6651188.1| Histone-lysine N-methyltransferase SETMAR-like [Oopsacas minuta],291,62,351,2,292,95
UYV60743,gb|UYV60743.1| hypothetical protein LAZ67_1002089 [Cordylochernes scorpioides],209,135,342,1,208,84
UYV60743,gb|UYV60743.1| hypothetical protein LAZ67_1002089 [Cordylochernes scorpioides],184,5,188,220,402,72
GBN40894,dbj|GBN40894.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],256,11,264,4,258,94
XP_065673959,ref|XP_065673959.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],291,62,351,7,287,89
VVC43811,"emb|VVC43811.1| Ribonuclease H-like domain,Transposase, type 1,Winged helix-turn-helix DNA-binding domain [Cinara cedri]",335,18,350,1,295,89
UYV68033,gb|UYV68033.1| hypothetical protein LAZ67_5002872 [Cordylochernes scorpioides],298,53,350,133,396,103
KAI6655725,gb|KAI6655725.1| Histone-lysine N-methyltransferase SETMAR [Oopsacas minuta],350,1,350,1,291,111
CAF3920767,emb|CAF3920767.1| unnamed protein product [Rotaria sordida],342,11,351,1,287,97
GFO28094,dbj|GFO28094.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],283,88,351,1,248,89
PIC28225,gb|PIC28225.1| hypothetical protein B9Z55_020214 [Caenorhabditis nigoni],335,3,337,4,326,93
PIC25505,gb|PIC25505.1| hypothetical protein B9Z55_018410 [Caenorhabditis nigoni],335,3,337,4,326,93
GFO10142,dbj|GFO10142.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],224,124,347,71,293,85
UYV73654,gb|UYV73654.1| hypothetical protein LAZ67_11000230 [Cordylochernes scorpioides],269,6,273,1,235,97
CAF1433346,"emb|CAF1433346.1| unnamed protein product, partial [Rotaria sp. Silwood1] >emb|CAF1669779.1| unnamed protein product, partial [Rotaria sp. Silwood1]",294,9,300,7,297,95
CAF3809362,emb|CAF3809362.1| unnamed protein product [Rotaria sp. Silwood1],313,34,346,2,299,99
KAK2578776,gb|KAK2578776.1| hypothetical protein KPH14_008880 [Odynerus spinipes],319,29,346,8,289,101
CAF4822838,"emb|CAF4822838.1| unnamed protein product, partial [Rotaria sp. Silwood2]",281,9,287,7,284,91
UYV84034,gb|UYV84034.1| hypothetical protein LAZ67_X000929 [Cordylochernes scorpioides],269,48,315,136,358,92
CAF1469477,emb|CAF1469477.1| unnamed protein product [Rotaria sordida] >emb|CAF4139287.1| unnamed protein product [Rotaria sordida],283,9,290,7,287,93
KAJ4451550,"gb|KAJ4451550.1| hypothetical protein ANN_03016, partial [Periplaneta americana]",278,42,316,1,242,101
UYV68230,gb|UYV68230.1| SRM [Cordylochernes scorpioides],239,114,350,1,220,86
GFY07402,dbj|GFY07402.1| mariner Mos1 transposase [Trichonephila clavipes],219,102,320,2,220,90
KAF2362898,gb|KAF2362898.1| Transposase type 1 [Trinorchestia longiramus],312,1,311,1,302,94
UYV60923,gb|UYV60923.1| hypothetical protein LAZ67_1002852 [Cordylochernes scorpioides],216,28,243,1,215,90
GFO08858,dbj|GFO08858.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],248,38,266,1,248,92
KAF0740779,gb|KAF0740779.1| protein GVQW3-like [Aphis craccivora],277,74,350,1,245,92
XP_052855071,ref|XP_052855071.1| uncharacterized protein LOC128263834 [Drosophila gunungcola],270,3,272,1,268,109
CAH1984420,emb|CAH1984420.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1650948.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,247,549,98
CAH1984420,emb|CAH1984420.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1650948.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],165,1,165,1,163,48
CAH1984420,emb|CAH1984420.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1650948.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],95,255,349,164,254,30
XP_054162858,ref|XP_054162858.1| histone-lysine N-methyltransferase SETMAR-like [Oppia nitens],336,1,329,1,330,92
CAD5223311,emb|CAD5223311.1| unnamed protein product [Bursaphelenchus okinawaensis] >emb|CAG9117486.1| unnamed protein product [Bursaphelenchus okinawaensis],305,34,336,61,350,93
CAF2158279,emb|CAF2158279.1| unnamed protein product [Rotaria magnacalcarata],351,1,350,1,328,92
CAK1591719,emb|CAK1591719.1| unnamed protein product [Parnassius mnemosyne],269,83,351,1,234,100
CAF4985448,"emb|CAF4985448.1| unnamed protein product, partial [Rotaria sp. Silwood1]",296,9,303,7,300,93
CAH2003969,emb|CAH2003969.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1668381.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],349,1,349,1,294,97
CAH2003969,emb|CAH2003969.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1668381.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],108,1,108,287,394,35
CAF1411114,emb|CAF1411114.1| unnamed protein product [Adineta ricciae],348,3,350,58,354,97
CAF4700087,"emb|CAF4700087.1| unnamed protein product, partial [Rotaria socialis]",322,30,350,1,300,89
GFN81109,dbj|GFN81109.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],242,4,226,9,250,86
UYV75225,"gb|UYV75225.1| hypothetical protein LAZ67_12002981, partial [Cordylochernes scorpioides]",245,28,271,1,244,102
UYV75225,"gb|UYV75225.1| hypothetical protein LAZ67_12002981, partial [Cordylochernes scorpioides]",166,32,197,407,571,67
UYV75225,"gb|UYV75225.1| hypothetical protein LAZ67_12002981, partial [Cordylochernes scorpioides]",169,23,191,251,418,58
UYV65532,gb|UYV65532.1| hypothetical protein LAZ67_3004611 [Cordylochernes scorpioides],275,33,306,276,528,106
UYV65532,gb|UYV65532.1| hypothetical protein LAZ67_3004611 [Cordylochernes scorpioides],241,48,288,52,275,89
CAH1993659,emb|CAH1993659.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1679525.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],342,1,342,1,296,82
KAG6803712,gb|KAG6803712.1| Ammar1 transposase [Apis mellifera caucasica],284,1,283,1,274,93
XP_015438720,ref|XP_015438720.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Dufourea novaeangliae],294,1,293,1,284,97
XP_014476468,ref|XP_014476468.1| PREDICTED: putative uncharacterized protein FLJ37770 [Dinoponera quadriceps],229,6,234,1,228,93
XP_053428824,ref|XP_053428824.1| histone-lysine N-methyltransferase SETMAR-like [Nycticebus coucang] >ref|XP_053428825.1| histone-lysine N-methyltransferase SETMAR-like [Nycticebus coucang],351,1,350,57,394,98
CAH1988270,emb|CAH1988270.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1620402.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],318,1,318,1,273,89
UYV81788,gb|UYV81788.1| hypothetical protein LAZ67_20002368 [Cordylochernes scorpioides],270,54,322,277,545,95
KAF7437786,gb|KAF7437786.1| hypothetical protein H0235_000177 [Vespula pensylvanica],347,5,350,4,344,106
UYV76836,gb|UYV76836.1| hypothetical protein LAZ67_14002142 [Cordylochernes scorpioides],247,114,351,9,250,89
